iter	Accuracy	Logloss
897	0.9986639947	0.008607656358
898	0.9986639947	0.008607639651
899	0.9986639947	0.008601337663
900	0.9986639947	0.008581531693
901	0.9986639947	0.00857592378
902	0.9986639947	0.008575905423
903	0.9986639947	0.008575897625
904	0.9986639947	0.008575889829
905	0.9986639947	0.00857586882
906	0.9986639947	0.008575861026
907	0.9986639947	0.008568504959
908	0.9986639947	0.008554329764
909	0.9986639947	0.008554204537
910	0.9986639947	0.008554198582
911	0.9986639947	0.008554177068
912	0.9986639947	0.008554169163
913	0.9986639947	0.008554161259
914	0.9986639947	0.008547063989
915	0.9986639947	0.00853368937
916	0.9986639947	0.008520667499
917	0.9986639947	0.008505965839
918	0.9986639947	0.008497215198
919	0.9986639947	0.008488610421
920	0.9986639947	0.008470307186
921	0.9986639947	0.008456408385
922	0.9986639947	0.008443180071
923	0.9986639947	0.008433654578
924	0.9986639947	0.008433646413
925	0.9986639947	0.008433638248
926	0.9986639947	0.008424722045
927	0.9986639947	0.008413277759
928	0.9986639947	0.008397748929
929	0.9986639947	0.008383798185
930	0.9986639947	0.008371911916
931	0.9986639947	0.008357963109
932	0.9986639947	0.008346258172
933	0.9986639947	0.008339559608
934	0.9986639947	0.008339557614
935	0.9986639947	0.008321263399
936	0.9986639947	0.008321247301
937	0.9986639947	0.00832122598
938	0.9986639947	0.00830825535
939	0.9986639947	0.008297726955
940	0.9986639947	0.008281865189
941	0.9986639947	0.008275930996
942	0.9986639947	0.008266929064
943	0.9986639947	0.008266919128
944	0.9986639947	0.008266909195
945	0.9986639947	0.008256642949
946	0.9986639947	0.008251457147
947	0.9986639947	0.008242892136
948	0.9986639947	0.008233392418
949	0.9986639947	0.008224356564
950	0.9986639947	0.008209375856
951	0.9986639947	0.008200004877
952	0.9986639947	0.008199966783
953	0.9986639947	0.008193158523
954	0.9986639947	0.00819312017
955	0.9986639947	0.008193111326
956	0.9986639947	0.008192921607
957	0.9986639947	0.008192902535
958	0.9986639947	0.008192883471
959	0.9986639947	0.008185293094
960	0.9986639947	0.008185255007
961	0.9986639947	0.008185216954
962	0.9986639947	0.008185197942
963	0.9986639947	0.008185193191
964	0.9986639947	0.008185185734
965	0.9986639947	0.008185180984
966	0.9986639947	0.008185142995
967	0.9986639947	0.008185138249
968	0.9986639947	0.008185130777
969	0.9986639947	0.008185126033
970	0.9986639947	0.008174686698
971	0.9986639947	0.008164443346
972	0.9986639947	0.008164429072
973	0.9986639947	0.008164392443
974	0.9986639947	0.008164374142
975	0.9986639947	0.008155055913
976	0.9986639947	0.008144021934
977	0.9986639947	0.00812722374
978	0.9986639947	0.008117486208
979	0.9986639947	0.0081174817
980	0.9986639947	0.008117477194
981	0.9986639947	0.008117472687
982	0.9986639947	0.008117458245
983	0.9986639947	0.00811745374
984	0.9986639947	0.008117449236
985	0.9986639947	0.008110575601
986	0.9986639947	0.008110557562
987	0.9986639947	0.008110344489
988	0.9986639947	0.008110326551
989	0.9986639947	0.008110322068
990	0.9986639947	0.008110317585
991	0.9986639947	0.008110313103
992	0.9986639947	0.008110313103
993	0.9986639947	0.008103146491
994	0.9986639947	0.00810312198
995	0.9986639947	0.008089021892
996	0.9986639947	0.008089013235
997	0.9986639947	0.008079485492
998	0.9986639947	0.008079481123
999	0.9986639947	0.008079476755
